INPUT	FOUND_BY	DTXSID	PREFERRED_NAME	CASRN	SMILES
Sulfaquinoxaline	Approved Name	DTXSID8042424	Sulfaquinoxaline	59-40-5	NC1=CC=C(C=C1)S(=O)(=O)NC1=CN=C2C=CC=CC2=N1
Sulfosuccinic acid	Approved Name	DTXSID8042426	Sulfosuccinic acid	5138-18-1	OC(=O)CC(C(O)=O)S(O)(=O)=O
Sulisobenzone	Approved Name	DTXSID2042436	Sulisobenzone	4065-45-6	COC1=C(C=C(C(=O)C2=CC=CC=C2)C(O)=C1)S(O)(=O)=O
Tetradecanoic acid, 2,3-dihydroxypropyl ester	Expert Validated Synonym	DTXSID0042454	(+/-)-2,3-Dihydroxypropyl tetradecanoate	589-68-4	CCCCCCCCCCCCCC(=O)OCC(O)CO
Triethoxymethylsilane	Approved Name	DTXSID6042490	Triethoxymethylsilane	2031-67-6	CCO[Si](C)(OCC)OCC
Triethoxypentylsilane	Approved Name	DTXSID1042491	Triethoxypentylsilane	2761-24-2	CCCCC[Si](OCC)(OCC)OCC
Trimethoxypropylsilane	Approved Name	DTXSID6042494	Trimethoxypropylsilane	1067-25-0	CCC[Si](OC)(OC)OC
Tripropylene glycol butyl ether	Approved Name	DTXSID8042503	Tripropylene glycol butyl ether	55934-93-5	CCCCOC(CC)OC(C)COC(O)CC
Urea, phenyl	NO_MATCH	-	-	-	-
Cyclopamine	Approved Name	DTXSID6043709	Cyclopamine	4449-51-8	C[C@@H]1[C@@H]2NC[C@@H](C)C[C@H]2O[C@]11CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC2=C1C
Hydroxyprogesterone caproate	Approved Name	DTXSID6043915	Hydroxyprogesterone caproate	630-56-8	CCCCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)=O
Monobenzyl phthalate	Approved Name	DTXSID9043938	Monobenzyl phthalate	2528-16-7	OC(=O)C1=C(C=CC=C1)C(=O)OCC1=CC=CC=C1
Octyl acetate	Approved Name	DTXSID8044202	Octyl acetate	112-14-1	CCCCCCCCOC(C)=O
Pioglitazone hydrochloride	Approved Name	DTXSID3044203	Pioglitazone hydrochloride	112529-15-4	Cl.CCC1=CN=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1
Atorvastatin calcium	Approved Name	DTXSID6044303	Atorvastatin calcium	134523-03-8	[Ca++].CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC([O-])=O)C1=CC=C(F)C=C1)C1=CC=CC=C1.CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC([O-])=O)C1=CC=C(F)C=C1)C1=CC=CC=C1
N-Methylhydrazinecarbothioamide	Approved Name	DTXSID7044390	N-Methylhydrazinecarbothioamide	6610-29-3	CNC(=S)NN
2-Isopropylphenol	Approved Name	DTXSID2044391	2-Isopropylphenol	88-69-7	CC(C)C1=C(O)C=CC=C1
4-tert-Butylcyclohexanone	Approved Name	DTXSID7044394	4-tert-Butylcyclohexanone	98-53-3	CC(C)(C)C1CCC(=O)CC1
1,2-Diphenylethanone	Approved Name	DTXSID6044430	1,2-Diphenylethanone	451-40-1	O=C(CC1=CC=CC=C1)C1=CC=CC=C1
Procaine hydrochloride	Approved Name	DTXSID1044435	Procaine hydrochloride	51-05-8	Cl.CCN(CC)CCOC(=O)C1=CC=C(N)C=C1
N,N-Dibutyl-N-methylbutan-1-aminium chloride	Approved Name	DTXSID5044443	N,N-Dibutyl-N-methylbutan-1-aminium chloride	56375-79-2	[Cl-].CCCC[N+](C)(CCCC)CCCC
Methyltrioctylammonium chloride	Approved Name	DTXSID1044487	Methyltrioctylammonium chloride	5137-55-3	[Cl-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC
1-(6-tert-Butyl-1,1-dimethyl-2,3-dihydro-1H-inden-4-yl)ethanone	Synonym	DTXSID9044536	Celestolide	13171-00-1	CC(=O)C1=CC(=CC2=C1CCC2(C)C)C(C)(C)C
Sodium 2,4,7-tri(propan-2-yl)naphthalene-1-sulfonate	Approved Name	DTXSID10274194	Sodium 2,4,7-tri(propan-2-yl)naphthalene-1-sulfonate	NOCAS_274194	[Na+].CC(C)C1=CC=C2C(=CC(C(C)C)=C(C2=C1)S([O-])(=O)=O)C(C)C
C.I. Disperse Orange 37	Approved Name	DTXSID9044538	C.I. Disperse Orange 37	13301-61-6	CCN(CCC#N)C1=CC=C(C=C1)N=NC1=C(Cl)C=C(C=C1Cl)[N+]([O-])=O
Sodium 2-methylbenzenesulfonate	Approved Name	DTXSID2044553	Sodium 2-methylbenzenesulfonate	15046-75-0	[Na+].CC1=CC=CC=C1S([O-])(=O)=O
2,6,10-Trimethyl-2,6,10-triazaundecane	Approved Name	DTXSID1044564	2,6,10-Trimethyl-2,6,10-triazaundecane	3855-32-1	CN(C)CCCN(C)CCCN(C)C
1,2-Ethanediamine dihydriodide	Approved Name	DTXSID5044570	1,2-Ethanediamine dihydriodide	5700-49-2	I.I.NCCN
3-Isopropylphenol	Approved Name	DTXSID0044571	3-Isopropylphenol	618-45-1	CC(C)C1=CC=CC(O)=C1
3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctan-1-ol	Expert Validated Synonym	DTXSID5044572	6:2 Fluorotelomer alcohol	647-42-7	OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
MON-4660	Approved Name	DTXSID0044575	MON-4660	71526-07-3	ClC(Cl)C(=O)N1CCOC11CCCCC1
Acetyltriethyl citrate	Approved Name	DTXSID5044576	Acetyltriethyl citrate	77-89-4	CCOC(=O)CC(CC(=O)OCC)(OC(C)=O)C(=O)OCC
Sodium 2,5-dimethylbenzenesulfonate	Approved Name	DTXSID5044578	Sodium 2,5-dimethylbenzenesulfonate	827-19-0	[Na+].CC1=CC=C(C)C(=C1)S([O-])(=O)=O
2-tert-Butyl-4-ethylphenol	Approved Name	DTXSID4044581	2-tert-Butyl-4-ethylphenol	96-70-8	CCC1=CC(=C(O)C=C1)C(C)(C)C
1-Benzylquinolinium chloride	Approved Name	DTXSID8044593	1-Benzylquinolinium chloride	15619-48-4	[Cl-].C(C1=CC=CC=C1)[N+]1=C2C=CC=CC2=CC=C1
N,N,N-Trimethyl(oxiran-2-yl)methanaminium chloride	Systematic Name	DTXSID1044643	Glycidyl trimethylammonium chloride	3033-77-0	[Cl-].C[N+](C)(C)CC1CO1
C.I. Acid Red 1	Approved Name	DTXSID9044663	C.I. Acid Red 1	3734-67-6	[Na+].[Na+].CC(=O)NC1=CC(=CC2=C1C(O)=C(N=NC1=CC=CC=C1)C(=C2)S([O-])(=O)=O)S([O-])(=O)=O
Magnesium dibenzoate	Approved Name	DTXSID1044693	Magnesium dibenzoate	553-70-8	[Mg++].[O-]C(=O)C1=CC=CC=C1.[O-]C(=O)C1=CC=CC=C1
4-Ethyloct-1-yn-3-ol	Approved Name	DTXSID1044697	4-Ethyloct-1-yn-3-ol	5877-42-9	CCCCC(CC)C(O)C#C
Acid Red 337	Approved Name	DTXSID2044713	Acid Red 337	67786-14-5	[Na+].NC1=C(N=NC2=CC=CC=C2C(F)(F)F)C2=C(C=C1)C=C(C=C2O)S([O-])(=O)=O
Acid Orange 156	Approved Name	DTXSID7044718	Acid Orange 156	68555-86-2	[Na+].COC1=CC=C(C=C1)N=NC1=C(OC)C=C(N=NC2=CC=C(C=C2)S([O-])(=O)=O)C(C)=C1
2,2'-[Ethane-1,2-diylbis(oxy)]diethanamine	Approved Name	DTXSID9044742	2,2'-[Ethane-1,2-diylbis(oxy)]diethanamine	929-59-9	NCCOCCOCCN
1,3-Butyleneglycol dimethacrylate	Expert Validated Synonym	DTXSID5044784	1-Methyltrimethylene dimethacrylate	1189-08-8	CC(CCOC(=O)C(C)=C)OC(=O)C(C)=C
Naphthalene-2-sulfonic acid	Approved Name	DTXSID5044788	Naphthalene-2-sulfonic acid	120-18-3	OS(=O)(=O)C1=CC2=C(C=CC=C2)C=C1
Dibutyl nonanedioate	Expert Validated Synonym	DTXSID5044815	Dibutyl azelate	2917-73-9	CCCCOC(=O)CCCCCCCC(=O)OCCCC
2-Butyloctan-1-ol	Approved Name	DTXSID0044818	2-Butyloctan-1-ol	3913-02-8	CCCCCCC(CO)CCCC
Sodium methacrylate	Approved Name	DTXSID9044823	Sodium methacrylate	5536-61-8	[Na+].CC(=C)C([O-])=O
3-tert-Butylphenol	Approved Name	DTXSID9044825	3-tert-Butylphenol	585-34-2	CC(C)(C)C1=CC=CC(O)=C1
Ethyl undec-10-enoate	Approved Name	DTXSID4044828	Ethyl undec-10-enoate	692-86-4	CCOC(=O)CCCCCCCCC=C
Terpinyl propionate	Approved Name	DTXSID3044833	Terpinyl propionate	80-27-3	CCC(=O)OC(C)(C)C1CCC(C)=CC1
2,2'-(Tetradecylimino)diethanol	Approved Name	DTXSID5044865	2,2'-(Tetradecylimino)diethanol	18924-66-8	CCCCCCCCCCCCCCN(CCO)CCO
Barium bis(2-ethylhexanoate)	Approved Name	DTXSID8044888	Barium bis(2-ethylhexanoate)	2457-01-4	[Ba++].CCCCC(CC)C([O-])=O.CCCCC(CC)C([O-])=O
Triprop-2-en-1-yl benzene-1,2,4-tricarboxylate	Expert Validated Synonym	DTXSID4044901	Triallyl trimellitate	2694-54-4	C=CCOC(=O)C1=CC=C(C(=O)OCC=C)C(=C1)C(=O)OCC=C
Calcium neodecanoate	Approved Name	DTXSID9044902	Calcium neodecanoate	27253-33-4	[Ca++].CCCCCCC(C)(C)C([O-])=O.CCCCCCC(C)(C)C([O-])=O
C.I. Acid Blue 22	Approved Name	DTXSID9044904	C.I. Acid Blue 22	28631-66-5	-
Isopropyl triethanolamine titanate	Approved Name	DTXSID7044928	Isopropyl triethanolamine titanate	36673-16-2	CC(C)O[Ti](OCCN(CCO)CCO)(OCCN(CCO)CCO)OC(C)C
Ranitidine	Approved Name	DTXSID8045191	Ranitidine	66357-35-5	CNC(NCCSCC1=CC=C(CN(C)C)O1)=C[N+]([O-])=O
Tiratricol	Approved Name	DTXSID2045232	Tiratricol	51-24-1	OC(=O)CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1
Ronidazole	Approved Name	DTXSID6045400	Ronidazole	7681-76-7	CN1C(COC(N)=O)=NC=C1[N+]([O-])=O
5HPP-33	Synonym	DTXSID1046970	2-(2,6-Diisopropylphenyl)-5-hydroxy-1H-isoindole-1,3-dione	105624-86-0	CC(C)C1=CC=CC(C(C)C)=C1N1C(=O)C2=C(C=C(O)C=C2)C1=O
gamma-Cyclodextrin	Approved Name	DTXSID5047033	gamma-Cyclodextrin	17465-86-0	OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@@H]8[C@@H](CO)O[C@H](O[C@@H]9[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]9O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O
Octadecyl sulfate sodium salt	Approved Name	DTXSID6047103	Octadecyl sulfate sodium salt	1120-04-3	[Na+].CCCCCCCCCCCCCCCCCCOS([O-])(=O)=O
4-(tert-Pentyl)-cyclohexanone	Approved Name	DTXSID4047127	4-(tert-Pentyl)-cyclohexanone	16587-71-6	CCC(C)(C)C1CCC(=O)CC1
tert-Butylbenzene	Approved Name	DTXSID3047138	tert-Butylbenzene	98-06-6	CC(C)(C)C1=CC=CC=C1
N-Methylacetamide	Approved Name	DTXSID0047167	N-Methylacetamide	79-16-3	CNC(C)=O
2-Ethylhexyl octadecanoate	Approved Name	DTXSID9047178	2-Ethylhexyl octadecanoate	22047-49-0	CCCCCCCCCCCCCCCCCC(=O)OCC(CC)CCCC
Triisodecyl trimellitate	Approved Name	DTXSID3047180	Triisodecyl trimellitate	36631-30-8	-
Isopentyl benzoate	Approved Name	DTXSID8047185	Isopentyl benzoate	94-46-2	CC(C)CCOC(=O)C1=CC=CC=C1
2-Ethylhexyl trans-4-methoxycinnamate	Approved Name	DTXSID9047205	2-Ethylhexyl trans-4-methoxycinnamate	83834-59-7	CCCCC(CC)COC(=O)\C=C\C1=CC=C(OC)C=C1
Darbufelone mesylate	Approved Name	DTXSID0047246	Darbufelone mesylate	139340-56-0	CS(O)(=O)=O.CC(C)(C)C1=CC(\C=C2/SC(=N)NC2=O)=CC(=C1O)C(C)(C)C
Fandosentan potassium salt	Approved Name	DTXSID5047249	Fandosentan potassium salt	221246-12-4	[K+].CCC1=CC(=CC2=C1OCO2)C1=C(N(C2=CC=CC=C2C(F)(F)F)S(=O)(=O)C2=C1C=CC=C2)C([O-])=O
CP-122721	Approved Name	DTXSID9047251	CP-122721	145742-28-5	COC1=C(CN[C@H]2CCCN[C@H]2C2=CC=CC=C2)C=C(OC(F)(F)F)C=C1
Ingliforib	Approved Name	DTXSID4047252	Ingliforib	186392-65-4	O[C@H]([C@H](CC1=CC=CC=C1)NC(=O)C1=CC2=CC(Cl)=CC=C2N1)C(=O)N1C[C@H](O)[C@H](O)C1
CP-401387	Approved Name	DTXSID9047253	CP-401387	199171-88-5	CCC1=NN(C2CCCCC2)C2=C1C=CC(=C2)[C@]1(CC[C@@H](CC1)C(O)=O)C#N
CP-457920	Approved Name	DTXSID4047254	CP-457920	220860-50-4	CCOC1=NC2=C(NC=C(C(=O)NCC3=CC=CC=C3)C2=O)C=C1
Zamifenacin	Approved Name	DTXSID9047257	Zamifenacin	127308-82-1	C(CC1=CC2=C(OCO2)C=C1)N1CCC[C@H](C1)OC(C1=CC=CC=C1)C1=CC=CC=C1
Enadoline	Approved Name	DTXSID4047258	Enadoline	124378-77-4	CN([C@H]1CC[C@@]2(CCCO2)C[C@@H]1N1CCCC1)C(=O)CC1=CC=CC2=C1C=CO2
PharmaGSID_47259	Expert Validated Synonym	DTXSID9047259	1,3-Dichloro-6,7,8,9,10,12-hexahydroazepino[2,1-b]quinazoline hydrochloride (1:1)	149062-75-9	Cl.ClC1=CC2=C(CN3CCCCCC3=N2)C(Cl)=C1
PharmaGSID_47261	Integrated Source Name	DTXSID3047261	(2S,3S)-3-Methyl-2-(3-oxo-1,2-benzothiazol-2(3H)-yl)pentanoic acid	177785-47-6	CC[C@H](C)[C@H](N1SC2=CC=CC=C2C1=O)C(O)=O
CI-1029	Approved Name	DTXSID8047262	CI-1029	207736-05-8	CC(C)[C@]1(CCC2=CC=C(N)C=C2)CC(O)=C(SC2=CC(C)=C(CO)C=C2C(C)(C)C)C(=O)O1
PharmaGSID_47263	Approved Name	DTXSID3047263	PharmaGSID_47263	349495-42-7	CCN1N=C(C)C2=C1C(=O)NCC(=N2)C1=CC=C(O)C=C1
CP-283097	Approved Name	DTXSID8047264	CP-283097	171866-31-2	O[C@@H]1[C@@H](COC2=CC(O)=CC=C12)N1CCC(O)(CC1)C1=CC=C(F)C=C1
CP-544439	Approved Name	DTXSID8047266	CP-544439	230954-09-3	ONC(=O)C1(CCOCC1)NS(=O)(=O)C1=CC=C(OC2=CC=C(F)C=C2)C=C1
CI-959	Approved Name	DTXSID8047268	CI-959	104795-68-8	[Na+].COC1=CC2=C(SC(C(=O)NC3=NN=N[N-]3)=C2OC(C)C)C=C1
Besonprodil	Approved Name	DTXSID2047270	Besonprodil	253450-09-8	FC1=CC=C(CC2CCN(CCS(=O)C3=CC=C4NC(=O)OC4=C3)CC2)C=C1
PD 0343701	Approved Name	DTXSID7047271	PD 0343701	676116-04-4	CS(O)(=O)=O.CC1=CC(CCN2CCN(CC2)C2=NSC3=CC=CC=C23)=CC2=C1NC(=O)CC2(C)C
CJ-013610	Approved Name	DTXSID2047272	CJ-013610	249296-43-3	CS(O)(=O)=O.CC1=NC=CN1C1=CC=C(SC2=CC=CC(=C2)C2(CCOCC2)C(N)=O)C=C1
CP-114271	Approved Name	DTXSID2047274	CP-114271	113734-18-2	CC(CC1=CC=C(OCC(O)=O)C=C1)NCC(O)C1=CSC(=N1)C(F)(F)F
CP-409092	Approved Name	DTXSID2047276	CP-409092	194098-25-4	CNCC1=CC=C(NC(=O)C2=CNC3=C2C(=O)CCC3)C=C1
Elzasonan	Approved Name	DTXSID7047277	Elzasonan	361343-19-3	CN1CCN(CC1)C1=CC=CC=C1\C=C1/SCCN(C1=O)C1=CC=C(Cl)C(Cl)=C1
CP-457677	Approved Name	DTXSID2047278	CP-457677	214535-77-0	CC(C)(O)C1=CC=C(CNC(=O)C2=CC=CN=C2OC2=CC=C(F)C=C2)C=C1
CP-532623	Approved Name	DTXSID7047279	CP-532623	261947-38-0	CC[C@@H]1C[C@H](N(CC2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F)C(C)=O)C2=C(C=CC(=C2)C(F)(F)F)N1C(=O)OC(C)C
CP-607366	Approved Name	DTXSID6047280	CP-607366	289716-94-5	CNCC1=C(OC2=CC=C(Cl)C(Cl)=C2)C=CC(F)=C1
CP-612372	Approved Name	DTXSID1047281	CP-612372	353280-07-6	CC(C)(O)C1=CC=C(CNC(=O)C2=CC=CN=C2OC2=CC3=NON=C3C=C2)C=C1
CP-671305	Approved Name	DTXSID6047282	CP-671305	445295-04-5	C[C@@H](OC1=CC=C(CNC(=O)C2=CC=CN=C2OC2=CC=C3OCOC3=C2)C(F)=C1)C(O)=O
CP-728663	Approved Name	DTXSID1047283	CP-728663	368832-42-2	CC[C@H]1CC[C@H](NCC2=CC3=C(C=C2OC)[C@H]2C[C@H]2C(=O)N3C)[C@@H](N1)C1=CC=CC=C1
PHA-00543613	Synonym	DTXSID6047284	(R)-N-(Quinuclidin-3-yl)furo(2,3-C)pyridine-5-carboxamide	478149-53-0	O=C(N[C@H]1CN2CCC1CC2)C1=CC2=C(OC=C2)C=N1
PHA-00568487	Approved Name	DTXSID1047285	PHA-00568487	527680-56-4	O=C(N[C@H]1CN2CCC1CC2)C1=CC2=C(OCCO2)C=C1
Candoxatril	Approved Name	DTXSID6047286	Candoxatril	123122-55-4	COCCOC[C@H](CC1(CCCC1)C(=O)N[C@H]1CC[C@H](CC1)C(O)=O)C(=O)OC1=CC2=C(CCC2)C=C1
UK-333747	Approved Name	DTXSID1047287	UK-333747	197077-55-7	COCC1=NN=C(N1C1=C(Cl)C(Cl)=CC2=C1NC(=O)C(=O)N2)C1=C[N+]([O-])=CC=C1
UK-337312	Approved Name	DTXSID6047288	UK-337312	203942-49-8	CS([O-])(=O)=O.CN(C[C@@H](CC[N+]12CCC(CC1)(CC2)C1CCCCC1)C1=CC(Cl)=C(Cl)C=C1)C(=O)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F
UK-343664	Approved Name	DTXSID1047289	UK-343664	215297-27-1	CCCOC1=C(C=C(C=C1)S(=O)(=O)N1CCN(CC)CC1)C1=NC2=C(CC)N(CC3=CC=CC=N3)N=C2C(=O)N1
UK-416244	Approved Name	DTXSID0047290	UK-416244	402910-27-4	CSC1=CC=C(OC2=CC=C(C=C2CN(C)C)S(N)(=O)=O)C=C1C
CP-863187	Approved Name	DTXSID0047294	CP-863187	668981-02-0	CC(C)C1=NN=C2C=CC(=CN12)C1=C(N=CO1)C1=CC(F)=CC=C1F
UK-373911	Approved Name	DTXSID5047295	UK-373911	291305-06-1	CN[C@H]1CC[C@@H](C2=CC=C(Cl)C(Cl)=C2)C2=CC=C(C=C12)S(N)(=O)=O
Zenarestat	Approved Name	DTXSID0047296	Zenarestat	112733-06-9	OC(=O)CN1C(=O)N(CC2=CC=C(Br)C=C2F)C(=O)C2=C1C=C(Cl)C=C2
CP-085958	Approved Name	DTXSID5047297	CP-085958	134002-60-1	O[C@@H]1[C@H](CC2=CC=CC(=C2)C(O)=O)COC2=C1C=C(OCC1=NC3=C(S1)C=CC(F)=C3)C=C2
CP-456773	Approved Name	DTXSID2047301	CP-456773	210826-40-7	CC(C)(O)C1=COC(=C1)S(=O)(=O)NC(=O)NC1=C2CCCC2=CC2=C1CCC2
CJ-013790	Approved Name	DTXSID2047303	CJ-013790	179465-71-5	NC(=O)N(O)[C@H]1C[C@@H](OC2=CC=CC(OC3=CC=C(F)C=C3)=C2)C=C1
CP-100829	Approved Name	DTXSID7047304	CP-100829	135080-03-4	NC(=O)N1C(=O)C(C(=O)C2=CC(Cl)=CS2)C2=C1C=C(Cl)C(F)=C2
CP-634384	Approved Name	DTXSID7047306	CP-634384	290352-28-2	CC1=CC(NC(=O)C(O)=O)=CC(C)=C1OC1=CC=C(O)C2=C1CCC2
PD-0333941	Approved Name	DTXSID2047307	PD-0333941	501027-49-2	CC1=C(CCOC2=CC=CC3=C2C=CN3CCC(O)=O)N=C(O1)C1=CC=CC=C1
CP-105696	Approved Name	DTXSID7047308	CP-105696	158081-99-3	O[C@@H]1[C@@H](CC2=CC=C(C=C2)C2=CC=CC=C2)COC2=C1C=CC(=C2)C1(CCCC1)C(O)=O
UK-156819	Approved Name	DTXSID2047309	UK-156819	162706-14-1	CC1=C(C2=C(C=CC=C2)N1CCCCC(O)=O)C1=CN=CC=C1
Farglitazar	Approved Name	DTXSID1047310	Farglitazar	196808-45-4	CC1=C(CCOC2=CC=C(C[C@H](NC3=C(C=CC=C3)C(=O)C3=CC=CC=C3)C(O)=O)C=C2)N=C(O1)C1=CC=CC=C1
GSK232420A	Approved Name	DTXSID1047312	GSK232420A	864283-48-7	NC(=O)CN(CC(F)(F)F)C1=CC(=C(C=C1)C#N)C(F)(F)F
GW473178E methyl benzene sulphonic acid	Approved Name	DTXSID6047313	GW473178E methyl benzene sulphonic acid	263553-33-9	CC1=CC=C(C=C1)S(O)(=O)=O.CCN(C(C)C)C(=O)C1=CC(OC[C@H](C)NC2=CC=NC=C2)=CC(C)=C1
PharmaGSID_47315	Approved Name	DTXSID6047315	PharmaGSID_47315	444610-91-7	CCC1=C(OCC(O)=O)C=CC(SCC2=C(CN3CCN(CC3)C3=CC=C(OC)C=C3)N=C(S2)C2=CC=C(C=C2)C(F)(F)F)=C1
Aplaviroc hydrochloride	Approved Name	DTXSID1047316	Aplaviroc hydrochloride	461023-63-2	Cl.CCCCN1C(=O)[C@H](NC(=O)C11CCN(CC2=CC=C(OC3=CC=C(C=C3)C(O)=O)C=C2)CC1)[C@H](O)C1CCCCC1
SB202235	Approved Name	DTXSID1047318	SB202235	139149-55-6	NC(=O)N(O)[C@@H]1COC2=C1C=CC(OCC1=CC=CC=C1)=C2
Carabersat	Approved Name	DTXSID6047319	Carabersat	184653-84-7	CC(=O)C1=CC2=C(OC(C)(C)[C@H](O)[C@H]2NC(=O)C2=CC=C(F)C=C2)C=C1
SB236057A	Approved Name	DTXSID5047320	SB236057A	180084-01-9	Cl.CCN1CCC2(COC3=C2C=C2N(CCC2=C3)C(=O)C2=CC=C(C=C2)C2=CC=C(C=C2C)C2=NN=C(C)O2)CC1
SB243213A	Approved Name	DTXSID5047322	SB243213A	200940-23-4	Cl.CC1=CC2=C(C=C1C(F)(F)F)N(CC2)C(=O)NC1=CC=C(OC2=CC=CN=C2C)N=C1
SB281832	Approved Name	DTXSID5047324	SB281832	219790-72-4	OCC(CO)N1C=NC(=C1C1=CC=NC(OC2=CC=CC=C2)=N1)C1=CC=C(F)C=C1
MK-578	Approved Name	DTXSID0047327	MK-578	313994-79-5	CCN1N=C(CC2=CC=CC=C2)C=C1C1CCN(C[C@H]2C[C@@H](C[C@@H]2C2=CC=CC(F)=C2)N(C)[C@H](C(C)C)C(O)=O)CC1
MK-547	Approved Name	DTXSID4047331	MK-547	331623-06-4	[Na+].[Na+].CCCCC1=NC2=C(C=C1)[C@@H]([C@H]([C@@H]2C1=CC=C(OC)C=C1C[C@H](C)C([O-])=O)C([O-])=O)C1=CC2=C(OCO2)C=C1
MK-812	Approved Name	DTXSID4047335	MK-812	851916-42-2	OC(=O)CCC([O-])=O.CO[C@@H]1COCC[C@@H]1[NH2+][C@@H]1CC[C@](C1)(C(C)C)C(=O)N1CCC2=C(C1)C=C(C=N2)C(F)(F)F
PharmaGSID_47337	Approved Name	DTXSID4047337	PharmaGSID_47337	1061517-62-1	[Na+].CCOC1=CC(=CC=C1)N1C=C(N=C1C1=CC=C(C)C=C1)C(=O)N1CCN(CC1)C1=CC2=CC=CC=C2C(=C1)C([O-])=O
HMR1426	Approved Name	DTXSID9047338	HMR1426	262376-75-0	OC12N=C(SC1CC1=CC(Cl)=CC=C21)C1=CC=CC=C1
SR144190	Approved Name	DTXSID4047339	SR144190	181640-09-5	Cl.CN(C)C(=O)NC1(CCN(CC[C@]2(CN(CCO2)C(=O)C2=CC=CC=C2)C2=CC(F)=C(F)C=C2)CC1)C1=CC=CC=C1
SSR146977	Approved Name	DTXSID8047341	SSR146977	264618-44-2	CN(C)C(=O)NC1(CCN(CCC[C@@]2(CCCN(C2)C(=O)C2=CC=CC=C2)C2=CC(Cl)=C(Cl)C=C2)CC1)C1=CC=CC=C1
Cariporide mesylate	Approved Name	DTXSID3047344	Cariporide mesylate	159138-81-5	CS(O)(=O)=O.CC(C)C1=CC=C(C=C1S(C)(=O)=O)C(=O)N=C(N)N
SR271425	Approved Name	DTXSID8047347	SR271425	155990-20-8	CCN(CC)CCNC1=C2C(=O)C3=C(SC2=C(CNC=O)C=C1)C=CC(OC)=C3
SSR504734	Approved Name	DTXSID3047348	SSR504734	742693-38-5	FC(F)(F)C1=CC=CC(C(=O)N[C@H]([C@@H]2CCCCN2)C2=CC=CC=C2)=C1Cl
Trelanserin	Approved Name	DTXSID2047355	Trelanserin	189003-92-7	NC(=O)CN1C(=O)C=C(CCN2CCN(CC2)C2=NC=CC3=C2C=CS3)C2=C1C=C(F)C=C2
Ilepatril	Approved Name	DTXSID7047356	Ilepatril	473289-62-2	CC(C)[C@H](SC(C)=O)C(=O)N[C@H]1CC2=C(C=CC=C2)[C@H]2CCC[C@H](N2C1=O)C(O)=O
Surinabant	Approved Name	DTXSID2047357	Surinabant	288104-79-0	CCC1=C(N(N=C1C(=O)NN1CCCCC1)C1=CC=C(Cl)C=C1Cl)C1=CC=C(Br)C=C1
Nelivaptan	Approved Name	DTXSID7047358	Nelivaptan	439687-69-1	COC1=CC(OC)=C(C=C1)S(=O)(=O)N1C(=O)[C@@](N2C[C@H](O)C[C@H]2C(=O)N(C)C)(C2=CC(Cl)=CC=C12)C1=CC=CC=C1OC
SSR180711	Approved Name	DTXSID2047359	SSR180711	298198-52-4	BrC1=CC=C(OC(=O)N2CCN3CCC2CC3)C=C1
SR58611	Approved Name	DTXSID1047360	SR58611	929601-09-2	Cl.CCOC(=O)COC1=CC2=C(CCC(C2)NCC(O)C2=CC(Cl)=CC=C2)C=C1
Volinanserin	Approved Name	DTXSID6047363	Volinanserin	139290-65-6	COC1=C(OC)C(=CC=C1)[C@H](O)C1CCN(CCC2=CC=C(F)C=C2)CC1
SSR69071	Approved Name	DTXSID1047368	SSR69071	344930-95-6	COC1=CC2=C(C(=O)N(COC3=CC(=O)N4C=CC=C(OCCN5CCCCC5)C4=N3)S2(=O)=O)C(=C1)C(C)C
SR146131	Synonym	DTXSID5047370	(2-{[4-(4-Chloro-2,5-dimethoxyphenyl)-5-(2-cyclohexylethyl)-1,3-thiazol-2-yl]carbamoyl}-5,7-dimethyl-1H-indol-1-yl)acetic acid	221671-61-0	COC1=CC(C2=C(CCC3CCCCC3)SC(NC(=O)C3=CC4=CC(C)=CC(C)=C4N3CC(O)=O)=N2)=C(OC)C=C1Cl
