INPUT	FOUND_BY	DTXSID	PREFERRED_NAME	DTXCID	CASRN	QSAR_READY_SMILES
4065-45-6	CAS-RN	DTXSID2042436	Sulisobenzone	DTXCID0022436	4065-45-6	COC1=C(C=C(C(=O)C2=CC=CC=C2)C(O)=C1)S(O)(=O)=O
589-68-4	CAS-RN	DTXSID0042454	(+/-)-2,3-Dihydroxypropyl tetradecanoate	DTXCID1022005	589-68-4	CCCCCCCCCCCCCC(=O)OCC(O)CO
2031-67-6	CAS-RN	DTXSID6042490	Triethoxymethylsilane	DTXCID4022490	2031-67-6	CCO[Si](C)(OCC)OCC
2761-24-2	CAS-RN	DTXSID1042491	Triethoxypentylsilane	DTXCID9022491	2761-24-2	CCCCC[Si](OCC)(OCC)OCC
1067-25-0	CAS-RN	DTXSID6042494	Trimethoxypropylsilane	DTXCID4022494	1067-25-0	CCC[Si](OC)(OC)OC
55934-93-5	CAS-RN	DTXSID8042503	Tripropylene glycol butyl ether	DTXCID6022503	55934-93-5	CCCCOC(CC)OC(C)COC(O)CC
64-10-8	CAS-RN	DTXSID8042507	1-Phenylurea	DTXCID6022507	64-10-8	NC(=O)NC1=CC=CC=C1
4449-51-8	CAS-RN	DTXSID6043709	Cyclopamine	DTXCID4023709	4449-51-8	CC1C2NCC(C)CC2OC11CCC2C3CC=C4CC(O)CCC4(C)C3CC2=C1C
630-56-8	CAS-RN	DTXSID6043915	Hydroxyprogesterone caproate	DTXCID4023915	630-56-8	CCCCCC(=O)OC1(CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C)C(C)=O
2528-16-7	CAS-RN	DTXSID9043938	Monobenzyl phthalate	DTXCID7023938	2528-16-7	OC(=O)C1=C(C=CC=C1)C(=O)OCC1=CC=CC=C1
112-14-1	CAS-RN	DTXSID8044202	Octyl acetate	DTXCID6024202	112-14-1	CCCCCCCCOC(C)=O
112529-15-4	CAS-RN	DTXSID3044203	Pioglitazone hydrochloride	DTXCID1024203	112529-15-4	CCC1=CN=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1
134523-03-8	CAS-RN	DTXSID6044303	Atorvastatin calcium	DTXCID4024303	134523-03-8	CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CCC(O)CC(O)CC(O)=O)C1=CC=C(F)C=C1)C1=CC=CC=C1
6610-29-3	CAS-RN	DTXSID7044390	N-Methylhydrazinecarbothioamide	DTXCID5024390	6610-29-3	CNC(=S)NN
88-69-7	CAS-RN	DTXSID2044391	2-Isopropylphenol	DTXCID0024391	88-69-7	CC(C)C1=C(O)C=CC=C1
98-53-3	CAS-RN	DTXSID7044394	4-tert-Butylcyclohexanone	DTXCID5024394	98-53-3	CC(C)(C)C1CCC(=O)CC1
451-40-1	CAS-RN	DTXSID6044430	1,2-Diphenylethanone	DTXCID4024430	451-40-1	O=C(CC1=CC=CC=C1)C1=CC=CC=C1
51-05-8	CAS-RN	DTXSID1044435	Procaine hydrochloride	DTXCID9024435	51-05-8	CCN(CC)CCOC(=O)C1=CC=C(N)C=C1
56375-79-2	CAS-RN	DTXSID5044443	N,N-Dibutyl-N-methylbutan-1-aminium chloride	DTXCID3024443	56375-79-2	CCCC[N+](C)(CCCC)CCCC
5137-55-3	CAS-RN	DTXSID1044487	Methyltrioctylammonium chloride	DTXCID9024487	5137-55-3	CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC
13171-00-1	CAS-RN	DTXSID9044536	Celestolide	DTXCID7024536	13171-00-1	CC(=O)C1=CC(=CC2=C1CCC2(C)C)C(C)(C)C
1323-19-9	CAS-RN	DTXSID4044537	Sodium triisopropyl naphthalene sulfonate	-	1323-19-9	-
13301-61-6	CAS-RN	DTXSID9044538	C.I. Disperse Orange 37	DTXCID7024538	13301-61-6	CCN(CCC#N)C1=CC=C(C=C1)N=NC1=C(Cl)C=C(C=C1Cl)[N+]([O-])=O
15046-75-0	CAS-RN	DTXSID2044553	Sodium 2-methylbenzenesulfonate	DTXCID0024553	15046-75-0	CC1=CC=CC=C1S(O)(=O)=O
3855-32-1	CAS-RN	DTXSID1044564	2,6,10-Trimethyl-2,6,10-triazaundecane	DTXCID9024564	3855-32-1	CN(C)CCCN(C)CCCN(C)C
5700-49-2	CAS-RN	DTXSID5044570	1,2-Ethanediamine dihydriodide	DTXCID3024570	5700-49-2	NCCN
618-45-1	CAS-RN	DTXSID0044571	3-Isopropylphenol	DTXCID8024571	618-45-1	CC(C)C1=CC=CC(O)=C1
647-42-7	CAS-RN	DTXSID5044572	6:2 Fluorotelomer alcohol	DTXCID3024572	647-42-7	OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
71526-07-3	CAS-RN	DTXSID0044575	MON-4660	DTXCID8024575	71526-07-3	ClC(Cl)C(=O)N1CCOC11CCCCC1
77-89-4	CAS-RN	DTXSID5044576	Acetyltriethyl citrate	DTXCID3024576	77-89-4	CCOC(=O)CC(CC(=O)OCC)(OC(C)=O)C(=O)OCC
827-19-0	CAS-RN	DTXSID5044578	Sodium 2,5-dimethylbenzenesulfonate	DTXCID3024578	827-19-0	CC1=CC=C(C)C(=C1)S(O)(=O)=O
96-70-8	CAS-RN	DTXSID4044581	2-tert-Butyl-4-ethylphenol	DTXCID2024581	96-70-8	CCC1=CC(=C(O)C=C1)C(C)(C)C
15619-48-4	CAS-RN	DTXSID8044593	1-Benzylquinolinium chloride	DTXCID6024593	15619-48-4	C(C1=CC=CC=C1)[N+]1=C2C=CC=CC2=CC=C1
3033-77-0	CAS-RN	DTXSID1044643	Glycidyl trimethylammonium chloride	DTXCID9024643	3033-77-0	C[N+](C)(C)CC1CO1
3734-67-6	CAS-RN	DTXSID9044663	C.I. Acid Red 1	DTXCID7024663	3734-67-6	CC(=O)NC1=C2C(O)=C(N=NC3=CC=CC=C3)C(=CC2=CC(=C1)S(O)(=O)=O)S(O)(=O)=O
553-70-8	CAS-RN	DTXSID1044693	Magnesium dibenzoate	DTXCID9024693	553-70-8	OC(=O)C1=CC=CC=C1
5877-42-9	CAS-RN	DTXSID1044697	4-Ethyloct-1-yn-3-ol	DTXCID9024697	5877-42-9	CCCCC(CC)C(O)C#C
67786-14-5	CAS-RN	DTXSID2044713	Acid Red 337	DTXCID901474861	67786-14-5	NC1=C(N=NC2=CC=CC=C2C(F)(F)F)C2=C(C=C1)C=C(C=C2O)S(O)(=O)=O
68555-86-2	CAS-RN	DTXSID7044718	Acid Orange 156	DTXCID601474862	68555-86-2	COC1=CC=C(C=C1)N=NC1=C(OC)C=C(N=NC2=CC=C(C=C2)S(O)(=O)=O)C(C)=C1
929-59-9	CAS-RN	DTXSID9044742	2,2'-[Ethane-1,2-diylbis(oxy)]diethanamine	DTXCID7024742	929-59-9	NCCOCCOCCN
1189-08-8	CAS-RN	DTXSID5044784	1-Methyltrimethylene dimethacrylate	DTXCID3024784	1189-08-8	CC(CCOC(=O)C(C)=C)OC(=O)C(C)=C
120-18-3	CAS-RN	DTXSID5044788	Naphthalene-2-sulfonic acid	DTXCID3024788	120-18-3	OS(=O)(=O)C1=CC2=C(C=CC=C2)C=C1
2917-73-9	CAS-RN	DTXSID5044815	Dibutyl azelate	DTXCID3024815	2917-73-9	CCCCOC(=O)CCCCCCCC(=O)OCCCC
2/8/3913	Not CAS Number Format	-	-	-	-	-
5536-61-8	CAS-RN	DTXSID9044823	Sodium methacrylate	DTXCID7024823	5536-61-8	CC(=C)C(O)=O
585-34-2	CAS-RN	DTXSID9044825	3-tert-Butylphenol	DTXCID7024825	585-34-2	CC(C)(C)C1=CC=CC(O)=C1
692-86-4	CAS-RN	DTXSID4044828	Ethyl undec-10-enoate	DTXCID2024828	692-86-4	CCOC(=O)CCCCCCCCC=C
80-27-3	CAS-RN	DTXSID3044833	Terpinyl propionate	DTXCID1024833	80-27-3	CCC(=O)OC(C)(C)C1CCC(C)=CC1
18924-66-8	CAS-RN	DTXSID5044865	2,2'-(Tetradecylimino)diethanol	DTXCID3024865	18924-66-8	CCCCCCCCCCCCCCN(CCO)CCO
1/4/2457	Not CAS Number Format	-	-	-	-	-
2694-54-4	CAS-RN	DTXSID4044901	Triallyl trimellitate	DTXCID2024901	2694-54-4	C=CCOC(=O)C1=CC=C(C(=O)OCC=C)C(=C1)C(=O)OCC=C
27253-33-4	CAS-RN	DTXSID9044902	Calcium neodecanoate	DTXCID001474664	27253-33-4	CCCCCCC(C)(C)C(O)=O
28631-66-5	CAS-RN	DTXSID9044904	C.I. Acid Blue 22	-	28631-66-5	-
36673-16-2	CAS-RN	DTXSID7044928	Isopropyl triethanolamine titanate	DTXCID5024928	36673-16-2	-
66357-35-5	CAS-RN	DTXSID8045191	Ranitidine	DTXCID00820068	66357-35-5	C\N=C(/C[N+]([O-])=O)NCCSCC1=CC=C(CN(C)C)O1
51-24-1	CAS-RN	DTXSID2045232	Tiratricol	DTXCID0025232	51-24-1	OC(=O)CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1
7681-76-7	CAS-RN	DTXSID6045400	Ronidazole	DTXCID4025400	7681-76-7	CN1C(COC(N)=O)=NC=C1[N+]([O-])=O
105624-86-0	CAS-RN	DTXSID1046970	2-(2,6-Diisopropylphenyl)-5-hydroxy-1H-isoindole-1,3-dione	DTXCID9026970	105624-86-0	CC(C)C1=CC=CC(C(C)C)=C1N1C(=O)C2=C(C=C(O)C=C2)C1=O
17465-86-0	CAS-RN	DTXSID5047033	gamma-Cyclodextrin	DTXCID3027033	17465-86-0	[H]C12OC(CO)C([H])(OC3([H])OC(CO)C([H])(OC4([H])OC(CO)C([H])(OC5([H])OC(CO)C([H])(OC6([H])OC(CO)C([H])(OC7([H])OC(CO)C([H])(OC8([H])OC(CO)C([H])(OC9([H])OC(CO)C([H])(O1)C(O)C9O)C(O)C8O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O)C(O)C2O
1120-04-3	CAS-RN	DTXSID6047103	Octadecyl sulfate sodium salt	DTXCID4027103	1120-04-3	CCCCCCCCCCCCCCCCCCOS(O)(=O)=O
16587-71-6	CAS-RN	DTXSID4047127	4-(tert-Pentyl)-cyclohexanone	DTXCID2027127	16587-71-6	CCC(C)(C)C1CCC(=O)CC1
98-06-6	CAS-RN	DTXSID3047138	tert-Butylbenzene	DTXCID1027138	98-06-6	CC(C)(C)C1=CC=CC=C1
79-16-3	CAS-RN	DTXSID0047167	N-Methylacetamide	DTXCID8027167	79-16-3	CNC(C)=O
22047-49-0	CAS-RN	DTXSID9047178	2-Ethylhexyl octadecanoate	DTXCID7027178	22047-49-0	CCCCCCCCCCCCCCCCCC(=O)OCC(CC)CCCC
36631-30-8	CAS-RN	DTXSID3047180	Triisodecyl trimellitate	-	36631-30-8	-
94-46-2	CAS-RN	DTXSID8047185	Isopentyl benzoate	DTXCID6027185	94-46-2	CC(C)CCOC(=O)C1=CC=CC=C1
83834-59-7	CAS-RN	DTXSID9047205	2-Ethylhexyl trans-4-methoxycinnamate	DTXCID0028119	83834-59-7	CCCCC(CC)COC(=O)C=CC1=CC=C(OC)C=C1
139340-56-0	CAS-RN	DTXSID0047246	Darbufelone mesylate	DTXCID8027246	139340-56-0	CC(C)(C)C1=CC(C=C2SC(=N)NC2=O)=CC(=C1O)C(C)(C)C
221246-12-4	CAS-RN	DTXSID5047249	Fandosentan potassium salt	DTXCID3027249	221246-12-4	CCC1=CC(=CC2=C1OCO2)C1=C(N(C2=CC=CC=C2C(F)(F)F)S(=O)(=O)C2=C1C=CC=C2)C(O)=O
145742-28-5	CAS-RN	DTXSID9047251	CP-122721	DTXCID7027251	145742-28-5	COC1=C(CNC2CCCNC2C2=CC=CC=C2)C=C(OC(F)(F)F)C=C1
186392-65-4	CAS-RN	DTXSID4047252	Ingliforib	DTXCID2027252	186392-65-4	OC(C(CC1=CC=CC=C1)NC(=O)C1=CC2=CC(Cl)=CC=C2N1)C(=O)N1CC(O)C(O)C1
199171-88-5	CAS-RN	DTXSID9047253	CP-401387	DTXCID901333803	199171-88-5	CCC1=NN(C2CCCCC2)C2=CC(=CC=C12)C1(CCC(CC1)C(O)=O)C#N
220860-50-4	CAS-RN	DTXSID4047254	CP-457920	DTXCID2027254	220860-50-4	CCOC1=NC2=C(C=C1)N=CC(C(=O)NCC1=CC=CC=C1)C2=O
127308-82-1	CAS-RN	DTXSID9047257	Zamifenacin	DTXCID7027257	127308-82-1	C(CC1=CC=C2OCOC2=C1)N1CCCC(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1
124378-77-4	CAS-RN	DTXSID4047258	Enadoline	DTXCID2027258	124378-77-4	CN(C1CCC2(CCCO2)CC1N1CCCC1)C(=O)CC1=C2C=COC2=CC=C1
149062-75-9	CAS-RN	DTXSID9047259	1,3-Dichloro-6,7,8,9,10,12-hexahydroazepino[2,1-b]quinazoline hydrochloride (1:1)	DTXCID7027259	149062-75-9	ClC1=CC2=C(CN3CCCCCC3=N2)C(Cl)=C1
177785-47-6	CAS-RN	DTXSID3047261	(2S,3S)-3-Methyl-2-(3-oxo-1,2-benzothiazol-2(3H)-yl)pentanoic acid	DTXCID1027261	177785-47-6	CCC(C)C(N1SC2=C(C=CC=C2)C1=O)C(O)=O
207736-05-8	CAS-RN	DTXSID8047262	CI-1029	DTXCID6027262	207736-05-8	CC(C)C1(CCC2=CC=C(N)C=C2)CC(=O)C(SC2=C(C=C(CO)C(C)=C2)C(C)(C)C)C(=O)O1
349495-42-7	CAS-RN	DTXSID3047263	PharmaGSID_47263	DTXCID1027263	349495-42-7	CCN1N=C(C)C2=C1C(=O)NCC(=N2)C1=CC=C(O)C=C1
171866-31-2	CAS-RN	DTXSID8047264	CP-283097	DTXCID6027264	171866-31-2	OC1C(COC2=C1C=CC(O)=C2)N1CCC(O)(CC1)C1=CC=C(F)C=C1
230954-09-3	CAS-RN	DTXSID8047266	CP-544439	DTXCID6027266	230954-09-3	ONC(=O)C1(CCOCC1)NS(=O)(=O)C1=CC=C(OC2=CC=C(F)C=C2)C=C1
104795-68-8	CAS-RN	DTXSID8047268	CI-959	DTXCID6027268	104795-68-8	COC1=CC2=C(SC(C(=O)NC3=NN=NN3)=C2OC(C)C)C=C1
253450-09-8	CAS-RN	DTXSID2047270	Besonprodil	DTXCID0027270	253450-09-8	FC1=CC=C(CC2CCN(CCS(=O)C3=CC=C4NC(=O)OC4=C3)CC2)C=C1
676116-04-4	CAS-RN	DTXSID7047271	PD 0343701	DTXCID5027271	676116-04-4	CC1=CC(CCN2CCN(CC2)C2=NSC3=CC=CC=C23)=CC2=C1NC(=O)CC2(C)C
249296-43-3	CAS-RN	DTXSID2047272	CJ-013610	DTXCID0027272	249296-43-3	CC1=NC=CN1C1=CC=C(SC2=CC=CC(=C2)C2(CCOCC2)C(N)=O)C=C1
113734-18-2	CAS-RN	DTXSID2047274	CP-114271	DTXCID0027274	113734-18-2	CC(CC1=CC=C(OCC(O)=O)C=C1)NCC(O)C1=CSC(=N1)C(F)(F)F
194098-25-4	CAS-RN	DTXSID2047276	CP-409092	DTXCID0027276	194098-25-4	CNCC1=CC=C(NC(=O)C2=CNC3=C2C(=O)CCC3)C=C1
361343-19-3	CAS-RN	DTXSID7047277	Elzasonan	DTXCID5027277	361343-19-3	CN1CCN(CC1)C1=CC=CC=C1C=C1SCCN(C1=O)C1=CC(Cl)=C(Cl)C=C1
214535-77-0	CAS-RN	DTXSID2047278	CP-457677	DTXCID0027278	214535-77-0	CC(C)(O)C1=CC=C(CNC(=O)C2=CC=CN=C2OC2=CC=C(F)C=C2)C=C1
261947-38-0	CAS-RN	DTXSID7047279	CP-532623	DTXCID5027279	261947-38-0	CCC1CC(N(CC2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F)C(C)=O)C2=C(C=CC(=C2)C(F)(F)F)N1C(=O)OC(C)C
289716-94-5	CAS-RN	DTXSID6047280	CP-607366	DTXCID4027280	289716-94-5	CNCC1=C(OC2=CC=C(Cl)C(Cl)=C2)C=CC(F)=C1
353280-07-6	CAS-RN	DTXSID1047281	CP-612372	DTXCID9027281	353280-07-6	CC(C)(O)C1=CC=C(CNC(=O)C2=CC=CN=C2OC2=CC3=NON=C3C=C2)C=C1
445295-04-5	CAS-RN	DTXSID6047282	CP-671305	DTXCID4027282	445295-04-5	CC(OC1=CC(F)=C(CNC(=O)C2=C(OC3=CC=C4OCOC4=C3)N=CC=C2)C=C1)C(O)=O
368832-42-2	CAS-RN	DTXSID1047283	CP-728663	DTXCID9027283	368832-42-2	CCC1CCC(NCC2=CC3=C(C=C2OC)C2CC2C(=O)N3C)C(N1)C1=CC=CC=C1
478149-53-0	CAS-RN	DTXSID6047284	(R)-N-(Quinuclidin-3-yl)furo(2,3-C)pyridine-5-carboxamide	DTXCID4027284	478149-53-0	[H]C12CCN(CC1)CC2NC(=O)C1=NC=C2OC=CC2=C1
527680-56-4	CAS-RN	DTXSID1047285	PHA-00568487	DTXCID9027285	527680-56-4	[H]C12CCN(CC1)CC2NC(=O)C1=CC=C2OCCOC2=C1
123122-55-4	CAS-RN	DTXSID6047286	Candoxatril	DTXCID4027286	123122-55-4	COCCOCC(CC1(CCCC1)C(=O)NC1CCC(CC1)C(O)=O)C(=O)OC1=CC2=C(CCC2)C=C1
197077-55-7	CAS-RN	DTXSID1047287	UK-333747	DTXCID9027287	197077-55-7	COCC1=NN=C(N1C1=C(Cl)C(Cl)=CC2=C1NC(=O)C(=O)N2)C1=C[N+]([O-])=CC=C1
203942-49-8	CAS-RN	DTXSID6047288	UK-337312	DTXCID4027288	203942-49-8	CN(CC(CC[N+]12CCC(CC1)(CC2)C1CCCCC1)C1=CC(Cl)=C(Cl)C=C1)C(=O)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F
215297-27-1	CAS-RN	DTXSID1047289	UK-343664	DTXCID9027289	215297-27-1	CCCOC1=C(C=C(C=C1)S(=O)(=O)N1CCN(CC)CC1)C1=NC2=C(CC)N(CC3=CC=CC=N3)N=C2C(=O)N1
402910-27-4	CAS-RN	DTXSID0047290	UK-416244	DTXCID8027290	402910-27-4	CSC1=CC=C(OC2=CC=C(C=C2CN(C)C)S(N)(=O)=O)C=C1C
668981-02-0	CAS-RN	DTXSID0047294	CP-863187	DTXCID8027294	668981-02-0	CC(C)C1=NN=C2C=CC(=CN12)C1=C(N=CO1)C1=CC(F)=CC=C1F
291305-06-1	CAS-RN	DTXSID5047295	UK-373911	DTXCID3027295	291305-06-1	CNC1CCC(C2=CC(Cl)=C(Cl)C=C2)C2=C1C=C(C=C2)S(N)(=O)=O
112733-06-9	CAS-RN	DTXSID0047296	Zenarestat	DTXCID8027296	112733-06-9	OC(=O)CN1C(=O)N(CC2=CC=C(Br)C=C2F)C(=O)C2=C1C=C(Cl)C=C2
134002-60-1	CAS-RN	DTXSID5047297	CP-085958	DTXCID3027297	134002-60-1	OC1C(CC2=CC(=CC=C2)C(O)=O)COC2=C1C=C(OCC1=NC3=CC(F)=CC=C3S1)C=C2
210826-40-7	CAS-RN	DTXSID2047301	CP-456773	DTXCID0027301	210826-40-7	CC(C)(O)C1=COC(=C1)S(=O)(=O)NC(=O)NC1=C2CCCC2=CC2=C1CCC2
179465-71-5	CAS-RN	DTXSID2047303	CJ-013790	DTXCID0027303	179465-71-5	NC(=O)N(O)C1CC(OC2=CC(OC3=CC=C(F)C=C3)=CC=C2)C=C1
135080-03-4	CAS-RN	DTXSID7047304	CP-100829	DTXCID5027304	135080-03-4	NC(=O)N1C(=O)C(C(=O)C2=CC(Cl)=CS2)C2=C1C=C(Cl)C(F)=C2
290352-28-2	CAS-RN	DTXSID7047306	CP-634384	DTXCID5027306	290352-28-2	CC1=CC(NC(=O)C(O)=O)=CC(C)=C1OC1=CC=C(O)C2=C1CCC2
501027-49-2	CAS-RN	DTXSID2047307	PD-0333941	DTXCID0027307	501027-49-2	CC1=C(CCOC2=CC=CC3=C2C=CN3CCC(O)=O)N=C(O1)C1=CC=CC=C1
158081-99-3	CAS-RN	DTXSID7047308	CP-105696	DTXCID5027308	158081-99-3	OC1C(CC2=CC=C(C=C2)C2=CC=CC=C2)COC2=C1C=CC(=C2)C1(CCCC1)C(O)=O
162706-14-1	CAS-RN	DTXSID2047309	UK-156819	DTXCID0027309	162706-14-1	CC1=C(C2=C(C=CC=C2)N1CCCCC(O)=O)C1=CN=CC=C1
196808-45-4	CAS-RN	DTXSID1047310	Farglitazar	DTXCID9027310	196808-45-4	CC1=C(CCOC2=CC=C(CC(NC3=CC=CC=C3C(=O)C3=CC=CC=C3)C(O)=O)C=C2)N=C(O1)C1=CC=CC=C1
864283-48-7	CAS-RN	DTXSID1047312	GSK232420A	DTXCID9027312	864283-48-7	NC(=O)CN(CC(F)(F)F)C1=CC(=C(C=C1)C#N)C(F)(F)F
263553-33-9	CAS-RN	DTXSID6047313	GW473178E methyl benzene sulphonic acid	DTXCID4027313	263553-33-9	CCN(C(C)C)C(=O)C1=CC(C)=CC(OCC(C)NC2=CC=NC=C2)=C1
444610-91-7	CAS-RN	DTXSID6047315	PharmaGSID_47315	DTXCID4027315	444610-91-7	CCC1=C(OCC(O)=O)C=CC(SCC2=C(CN3CCN(CC3)C3=CC=C(OC)C=C3)N=C(S2)C2=CC=C(C=C2)C(F)(F)F)=C1
461023-63-2	CAS-RN	DTXSID1047316	Aplaviroc hydrochloride	DTXCID9027316	461023-63-2	CCCCN1C(=O)C(NC(=O)C11CCN(CC2=CC=C(OC3=CC=C(C=C3)C(O)=O)C=C2)CC1)C(O)C1CCCCC1
139149-55-6	CAS-RN	DTXSID1047318	SB202235	DTXCID9027318	139149-55-6	NC(=O)N(O)C1COC2=C1C=CC(OCC1=CC=CC=C1)=C2
184653-84-7	CAS-RN	DTXSID6047319	Carabersat	DTXCID4027319	184653-84-7	CC(=O)C1=CC=C2OC(C)(C)C(O)C(NC(=O)C3=CC=C(F)C=C3)C2=C1
180084-01-9	CAS-RN	DTXSID5047320	SB236057A	DTXCID3027320	180084-01-9	CCN1CCC2(COC3=C2C=C2N(CCC2=C3)C(=O)C2=CC=C(C=C2)C2=CC=C(C=C2C)C2=NN=C(C)O2)CC1
200940-23-4	CAS-RN	DTXSID5047322	SB243213A	DTXCID3027322	200940-23-4	CC1=CC2=C(C=C1C(F)(F)F)N(CC2)C(=O)NC1=CC=C(OC2=CC=CN=C2C)N=C1
219790-72-4	CAS-RN	DTXSID5047324	SB281832	DTXCID3027324	219790-72-4	OCC(CO)N1C=NC(=C1C1=CC=NC(OC2=CC=CC=C2)=N1)C1=CC=C(F)C=C1
313994-79-5	CAS-RN	DTXSID0047327	MK-578	DTXCID8027327	313994-79-5	CCN1N=C(CC2=CC=CC=C2)C=C1C1CCN(CC2CC(CC2C2=CC=CC(F)=C2)N(C)C(C(C)C)C(O)=O)CC1
331623-06-4	CAS-RN	DTXSID4047331	MK-547	DTXCID2027331	331623-06-4	CCCCC1=CC=C2C(C(C(C2=N1)C1=CC=C(OC)C=C1CC(C)C(O)=O)C(O)=O)C1=CC2=C(OCO2)C=C1
851916-42-2	CAS-RN	DTXSID4047335	MK-812	DTXCID2027335	851916-42-2	COC1COCCC1NC1CCC(C1)(C(C)C)C(=O)N1CCC2=NC=C(C=C2C1)C(F)(F)F
1061517-62-1	CAS-RN	DTXSID4047337	PharmaGSID_47337	DTXCID2027337	1061517-62-1	CCOC1=CC(=CC=C1)N1C=C(N=C1C1=CC=C(C)C=C1)C(=O)N1CCN(CC1)C1=CC2=CC=CC=C2C(=C1)C(O)=O
262376-75-0	CAS-RN	DTXSID9047338	HMR1426	DTXCID7027338	262376-75-0	OC12N=C(SC1CC1=CC(Cl)=CC=C21)C1=CC=CC=C1
181640-09-5	CAS-RN	DTXSID4047339	SR144190	DTXCID2027339	181640-09-5	CN(C)C(=O)NC1(CCN(CCC2(CN(CCO2)C(=O)C2=CC=CC=C2)C2=CC=C(F)C(F)=C2)CC1)C1=CC=CC=C1
264618-44-2	CAS-RN	DTXSID8047341	SSR146977	DTXCID201333802	264618-44-2	CN(C)C(=O)NC1(CCN(CCCC2(CCCN(C2)C(=O)C2=CC=CC=C2)C2=CC=C(Cl)C(Cl)=C2)CC1)C1=CC=CC=C1
159138-81-5	CAS-RN	DTXSID3047344	Cariporide mesylate	DTXCID1027344	159138-81-5	CC(C)C1=CC=C(C=C1S(C)(=O)=O)C(=O)N=C(N)N
155990-20-8	CAS-RN	DTXSID8047347	SR271425	DTXCID6027347	155990-20-8	CCN(CC)CCNC1=C2C(=O)C3=C(SC2=C(CNC=O)C=C1)C=CC(OC)=C3
742693-38-5	CAS-RN	DTXSID3047348	SSR504734	DTXCID1027348	742693-38-5	FC(F)(F)C1=C(Cl)C(=CC=C1)C(=O)NC(C1CCCCN1)C1=CC=CC=C1
189003-92-7	CAS-RN	DTXSID2047355	Trelanserin	DTXCID0027355	189003-92-7	NC(=O)CN1C(=O)C=C(CCN2CCN(CC2)C2=NC=CC3=C2C=CS3)C2=C1C=C(F)C=C2
473289-62-2	CAS-RN	DTXSID7047356	Ilepatril	DTXCID5027356	473289-62-2	CC(C)C(SC(C)=O)C(=O)NC1CC2=C(C=CC=C2)C2CCCC(N2C1=O)C(O)=O
288104-79-0	CAS-RN	DTXSID2047357	Surinabant	DTXCID0027357	288104-79-0	CCC1=C(N(N=C1C(=O)NN1CCCCC1)C1=CC=C(Cl)C=C1Cl)C1=CC=C(Br)C=C1
439687-69-1	CAS-RN	DTXSID7047358	Nelivaptan	DTXCID5027358	439687-69-1	COC1=CC=C(C(OC)=C1)S(=O)(=O)N1C(=O)C(N2CC(O)CC2C(=O)N(C)C)(C2=CC(Cl)=CC=C12)C1=CC=CC=C1OC
298198-52-4	CAS-RN	DTXSID2047359	SSR180711	DTXCID0027359	298198-52-4	BrC1=CC=C(OC(=O)N2CCN3CCC2CC3)C=C1
929601-09-2	CAS-RN	DTXSID1047360	SR58611	DTXCID9027360	929601-09-2	CCOC(=O)COC1=CC2=C(CCC(C2)NCC(O)C2=CC(Cl)=CC=C2)C=C1
139290-65-6	CAS-RN	DTXSID6047363	Volinanserin	DTXCID4027363	139290-65-6	COC1=CC=CC(C(O)C2CCN(CCC3=CC=C(F)C=C3)CC2)=C1OC
344930-95-6	CAS-RN	DTXSID1047368	SSR69071	DTXCID9027368	344930-95-6	COC1=CC2=C(C(=O)N(COC3=CC(=O)N4C=CC=C(OCCN5CCCCC5)C4=N3)S2(=O)=O)C(=C1)C(C)C
221671-62-1	CAS-RN	DTXSID6047369	SR146131 trifluoroacetate (1:1)	DTXCID4027369	221671-62-1	COC1=CC(C2=C(CCC3CCCCC3)SC(NC(=O)C3=CC4=CC(C)=CC(C)=C4N3CC(O)=O)=N2)=C(OC)C=C1Cl
725228-45-5	CAS-RN	DTXSID0047371	AVE5638	DTXCID8027371	725228-45-5	NCC1=CC=CC(=C1)C1CCN(CC1)C(=O)C1=CC=C(O1)C#CC1=CC=CC=C1F
478263-98-8	CAS-RN	DTXSID5047372	AVE3295	DTXCID3027372	478263-98-8	CCC(NC(=O)C1=C(NS(=O)(=O)C2=CC=CC3=CC=CN=C23)C=CC(F)=C1)C1=CC=CC=C1
862243-29-6	CAS-RN	DTXSID0047375	AVE9423	DTXCID8027375	862243-29-6	OC(=O)C1=CC=CC=C1N1C=C(C(O)=O)C(=O)C2=C1C=C(Cl)C(NC1=C(F)C=C(F)C=C1Cl)=C2
648917-13-9	CAS-RN	DTXSID5047376	AVE2865	DTXCID3027376	648917-13-9	OC(=O)C1CCN(CC1)C1=C(NC(=O)NC(=O)C2=CC(F)=C(F)C=C2Cl)C=C(F)C=C1
